Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15
Eternal Blazon,3514096004,"""6917529393187723151""",,Legendary,Scout Rifle,legendaryengram,Energy,Arc,1320,,Stability,10,Vault,true,false,4,13,,52,67,60,55,0,0,50,200,70,16,57,0,0,0,,Lightweight Frame*,Impulse MS3*,Candle PS,Appended Mag,Light Mag*,Rapid Hit*,One for All*,Carbon Blood*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
The Third Axiom,4156253727,"""6917529345284010900""",,Legendary,Pulse Rifle,strikes,Energy,Arc,1300,,Stability,3,Vault,true,false,4,13,,74,66,29,59,0,0,67,390,51,42,57,0,0,0,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Appended Mag*,Flared Magwell,Surplus*,Dragonfly*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Bad Omens,991314988,"""6917529208023475940""",,Legendary,Rocket Launcher,drifter,Power,Void,1100,,Blast Radius,10,Vault,true,false,3,11,,76,34,0,0,72,70,43,25,65,1,24,0,0,0,,Aggressive Frame*,Volatile Launch*,Impact Casing*,Tracking Module*,Cluster Bomb*,Gambit Chrome*,Masterwork*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
False Promises,3143732432,"""6917529205989054686""",,Legendary,Auto Rifle,contact,Kinetic,Kinetic,1250,,Reload Speed,10,Vault,true,false,3,11,,86,52,33,84,0,0,30,360,53,32,46,0,0,0,,High-Impact Frame*,Corkscrew Rifling*,Fluted Barrel,Armor-Piercing Rounds*,Flared Magwell,Overflow*,Eye of the Storm,Rampage*,Noble Constant Red*,Rampage Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,
Sola's Scar,1313528549,"""6917529398157469293""",,Legendary,Sword,trials,Power,Solar,1310,,Impact,2,Vault,true,false,4,13,,0,0,65,0,0,0,0,0,0,56,0,0,0,0,,Caster Frame*,Hungry Edge,Jagged Edge*,Tempered Edge,Burst Guard,Enduring Guard*,Relentless Strikes*,Vorpal Weapon*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Avalanche,66875353,"""6917529226893006879""",,Legendary,Machine Gun,events,Power,Solar,1250,,Handling,3,Vault,true,false,4,12,The Dawning,70,90,41,68,0,0,46,450,60,57,34,0,0,0,,Adaptive Frame*,SRO-37 Ocular*,SLO-12 Post,Extended Mag,Armor-Piercing Rounds*,Outlaw*,Swashbuckler*,Minor Spec*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Avalanche,66875353,"""6917529226939258252""",,Legendary,Machine Gun,events,Power,Solar,1260,,Range,3,Vault,true,false,4,12,The Dawning,70,90,41,67,0,0,50,450,73,57,32,0,0,0,,Adaptive Frame*,SRO-37 Ocular*,SRO-41 Ocular,Alloy Magazine,Flared Magwell*,Outlaw*,Dragonfly*,Bloody Tooth*,Dragonfly Spec*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Arc Logic,2723909519,"""6917529405616734922""",,Legendary,Auto Rifle,moon,Energy,Arc,1310,,Reload Speed,2,Vault,true,false,4,14,,57,65,21,44,0,0,50,600,62,47,63,0,0,0,,Adaptive Frame*,Chambered Compensator*,Fluted Barrel,Appended Mag*,Alloy Magazine,Tunnel Vision*,Frenzy*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Seventh Seraph SI-2,3937866388,"""6917529229533217824""",,Legendary,Sidearm,rasputin,Energy,Void,1239,,Stability,4,Vault,true,false,3,10,,100,68,43,32,0,0,46,360,52,15,60,0,0,0,,Lightweight Frame*,Extended Barrel*,Fluted Barrel,Appended Mag*,Alloy Magazine,Auto-Loading Holster*,Dragonfly*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Orewing's Maul,2108920981,"""6917529203076119511""",,Legendary,Grenade Launcher,ironbanner,Energy,Void,1100,,Reload Speed,1,Vault,true,false,3,11,,80,73,0,0,55,95,31,90,84,1,83,0,0,0,,Lightweight Frame*,Countermass,Linear Compensator,Quick Launch*,Proximity Grenades,High-Velocity Rounds*,Field Prep*,Auto-Loading Holster*,Major Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Seventh Seraph Carbine,1561006927,"""6917529212025852544""",,Legendary,Auto Rifle,rasputin,Kinetic,Kinetic,1250,,Range,10,Vault,true,false,3,10,,84,34,29,85,0,0,54,450,47,34,36,0,0,0,,Precision Frame*,Chambered Compensator,Extended Barrel*,Appended Mag,Ricochet Rounds*,Fourth Time's the Charm*,Vorpal Weapon*,Bloody Tooth*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Pleiades Corrector,3556999246,"""6917529382084166155""",,Legendary,Scout Rifle,legendaryengram,Energy,Solar,1300,,Handling,4,Vault,true,false,4,14,,52,76,60,44,0,0,53,200,67,16,82,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Smallbore,High-Caliber Rounds*,Flared Magwell,Surplus*,Multikill Clip*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Seventh Seraph Carbine,1561006927,"""6917529348370237091""",,Legendary,Auto Rifle,rasputin,Kinetic,Kinetic,1300,,Range,1,Vault,true,false,3,10,,84,34,29,72,0,0,45,450,47,38,36,0,0,0,,Precision Frame*,Arrowhead Brake,Extended Barrel*,Extended Mag,Appended Mag*,Threat Detector*,Rampage*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Corsair's Wrath,2714022207,"""6917529212974432384""",,Legendary,Linear Fusion Rifle,wrathborn,Power,Solar,1250,,"Charge Time, Impact",2,Vault,true,false,4,12,,74,61,40,54,0,0,44,0,30,5,27,526,0,0,,Precision Frame*,Full Bore*,Smallbore,Enhanced Battery,Particle Repeater*,Outlaw*,Demolitionist*,Boss Spec*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Coriolis Force,3512349612,"""6917529207906381527""",,Legendary,Fusion Rifle,campaign,Energy,Void,1202,,"Charge Time, Impact",3,Vault,true,false,4,12,,50,45,88,40,0,0,52,0,41,6,33,608,0,0,,Aggressive Frame*,Chambered Compensator,Polygonal Rifling*,Accelerated Coils*,Enhanced Battery,Pulse Monitor*,One for All*,Major Spec*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
The Vision,2414141462,"""6917529382097063247""",,Legendary,Sidearm,legendaryengram,Energy,Arc,1300,,Handling,1,Vault,true,false,4,14,,90,70,75,49,0,0,73,491,21,36,47,0,0,0,,Omolon Adaptive Frame*,Control SAS,FarPoint SAS*,Extended Mag*,Alloy Magazine,Ambitious Assassin*,One for All*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Scholar,2478792241,"""6917529206010713778""",,Legendary,Scout Rifle,trials,Kinetic,Kinetic,1100,,Range,4,Vault,true,false,3,10,,80,32,67,86,0,0,24,150,51,13,32,0,0,0,,High-Impact Frame*,Full Bore*,Hammer-Forged Rifling,Alloy Magazine,Flared Magwell*,Quickdraw*,Vorpal Weapon*,Boss Spec*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Farewell,541188001,"""6917529360300471947""",,Legendary,Sidearm,servitor,Kinetic,Kinetic,1310,,Range,2,Vault,true,false,4,14,,96,71,43,32,0,0,50,360,54,18,72,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag*,Alloy Magazine,Tunnel Vision*,Frenzy*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Survivor's Epitaph,310708513,"""6917529351690299392""",,Legendary,Hand Cannon,crucible,Kinetic,Kinetic,1310,,Range,10,Vault,true,false,4,14,,83,74,78,66,0,0,60,180,50,12,44,0,0,0,,Precision Frame*,Full Bore*,Smallbore,High-Caliber Rounds,Ricochet Rounds*,Quickdraw*,Kill Clip*,Vanguard Marshal*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,,
Age-Old Bond,601592879,"""6917529202232037162""",,Legendary,Auto Rifle,lastwish,Energy,Void,1100,,Range,10,Vault,true,false,3,11,,89,61,33,100,0,0,26,360,50,32,35,0,0,0,,High-Impact Frame*,Extended Barrel*,Light Mag*,Fourth Time's the Charm*,Rampage*,Dreaming Spectrum*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,,,,
Martyr's Retribution,3850168899,"""6917529162069626372""",,Legendary,Grenade Launcher,dcv,Energy,Solar,1260,1260,Velocity,10,Vault,true,false,3,9,,75,72,0,0,52,100,23,72,76,1,68,0,0,0,,Wave Frame*,Volatile Launch,Hard Launch*,High-Velocity Rounds*,Implosion Rounds,Auto-Loading Holster*,Demolitionist,Lead from Gold*,Amethyst Veil*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,
Gridskipper,1621558458,"""6917529367255185955""",,Legendary,Pulse Rifle,servitor,Energy,Void,1310,,Range,10,Vault,true,false,4,14,,55,80,23,58,0,0,57,540,55,35,34,0,0,0,,Rapid-Fire Frame*,Chambered Compensator,Hammer-Forged Rifling*,Appended Mag,Flared Magwell*,Killing Wind*,Multikill Clip*,Major Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,,
IKELOS_SMG_v1.0.2,2222560548,"""6917529202606345462""",,Legendary,Submachine Gun,contact,Energy,Arc,1100,,Range,2,Vault,true,false,3,11,,90,42,22,78,0,0,30,750,32,30,68,0,0,0,,Aggressive Frame*,Full Bore*,Polygonal Rifling,Accurized Rounds*,Extended Mag,Threat Detector*,Tap the Trigger,Demolitionist*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
A Fine Memorial,3325778512,"""6917529408763749133""",,Legendary,Machine Gun,moon,Power,Arc,1310,,Reload Speed,3,Vault,true,false,4,14,,72,61,41,53,0,0,54,450,66,55,45,0,0,0,,Adaptive Frame*,Polygonal Rifling,Smallbore*,Flared Magwell*,Light Mag,Field Prep*,One for All*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Steady Hand,2220884262,"""6917529359600482606""",,Legendary,Hand Cannon,ironbanner,Kinetic,Kinetic,1310,,Range,4,Vault,true,false,4,12,,85,70,92,81,0,0,24,120,37,8,19,0,0,0,,Aggressive Frame*,HitMark HCS,Sureshot HCS*,Alloy Magazine,Light Mag*,Outlaw*,Snapshot Sights*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Corrective Measure (Timelost),3796510434,"""6917529413964545777""",,Legendary,Machine Gun,vog,Power,Void,1320,,Stability,10,Vault,true,false,4,14,,85,72,41,75,0,0,70,450,49,59,48,0,0,0,,Adaptive Frame*,Chambered Compensator,Hammer-Forged Rifling*,Accurized Rounds*,Tactical Mag,Subsistence*,Dynamic Sway Reduction,One for All*,Firefly,Adept Big Ones Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,
Line in the Sand,946443267,"""6917529138958337271""",,Legendary,Linear Fusion Rifle,dcv,Power,Arc,1100,1260,Range,4,Vault,true,false,3,9,,63,60,38,44,0,0,52,0,31,5,38,500,0,0,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Accelerated Coils*,Enhanced Battery,Rapid Hit*,Firing Line*,Amethyst Veil*,Major Spec*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Dire Promise,2742838701,"""6917529200303506420""",,Legendary,Hand Cannon,legendaryengram,Kinetic,Kinetic,1100,,Stability,10,Vault,true,false,3,10,,84,92,84,52,0,0,61,140,54,11,64,0,0,0,,Adaptive Frame*,SteadyHand HCS,TrueSight HCS*,Armor-Piercing Rounds*,Flared Magwell,Opening Shot*,Rangefinder*,Bloody Tooth*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,,
Ignition Code,304659313,"""6917529377880142421""",,Legendary,Grenade Launcher,servitor,Kinetic,Kinetic,1310,,Velocity,2,Vault,false,false,4,14,,90,71,0,0,5,81,44,90,68,1,77,0,0,0,,Lightweight Frame*,Confined Launch,Smart Drift Control*,Blinding Grenades*,Spike Grenades,Lead from Gold*,Demolitionist*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Arsenic Bite-4b,720351795,"""6917529204833019352""",,Legendary,Combat Bow,legendaryengram,Energy,Arc,1100,,Handling,10,Vault,true,false,3,11,,51,81,68,0,0,0,67,0,64,0,73,0,612,66,,Lightweight Frame*,Tactile String*,Flexible String,Fiberglass Arrow Shaft*,Natural Fletching,Rampage*,Explosive Head*,Bloody Tooth*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Prophet of Doom,4020742303,"""6917529196747875592""",,Legendary,Shotgun,garden,Energy,Arc,1100,,Range,3,Vault,true,false,3,11,,77,73,70,86,0,0,66,70,52,5,42,0,0,0,,Precision Frame*,Smoothbore*,Full Choke,Assault Mag*,Light Mag,Slideways*,One-Two Punch*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Stochastic Variable,2272470786,"""6917529382042111101""",,Legendary,Submachine Gun,legendaryengram,Energy,Arc,1300,,Handling,5,Vault,true,false,4,14,,100,52,15,44,0,0,60,900,34,36,55,0,0,0,,Lightweight Frame*,Chambered Compensator*,Fluted Barrel,High-Caliber Rounds,Ricochet Rounds*,Light Mag,Feeding Frenzy*,Dragonfly*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Eternal Blazon,3514096004,"""6917529382130229134""",,Legendary,Scout Rifle,legendaryengram,Energy,Arc,1300,,Handling,1,Vault,true,false,4,13,,52,67,60,56,0,0,50,200,61,16,62,0,0,0,,Lightweight Frame*,Transmission MS7,Torch HS3*,Ricochet Rounds*,Flared Magwell,Overflow*,One for All*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Cartesian Coordinate,2481881293,"""6917529337290364630""",,Legendary,Fusion Rifle,legendaryengram,Energy,Solar,1282,,Handling,5,Vault,false,false,4,13,,52,60,50,33,0,0,33,0,51,7,68,500,0,0,,Rapid-Fire Frame*,Cleanshot IS*,Red Dot 2 MOA,Accelerated Coils*,Enhanced Battery,Lead from Gold*,High-Impact Reserves*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Stars in Shadow,2050789284,"""6917529208968249831""",,Legendary,Pulse Rifle,crucible,Energy,Solar,1310,,Handling,10,Vault,true,false,4,12,,64,28,33,88,0,0,40,340,41,28,35,0,0,0,,High-Impact Frame*,Full Bore*,Hammer-Forged Rifling,Accurized Rounds*,Alloy Magazine,Killing Wind*,Vorpal Weapon*,Bloody Tooth*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Seventh Seraph SI-2,3937866388,"""6917529358352511833""",,Legendary,Sidearm,rasputin,Energy,Void,1100,,,,Vault,true,false,3,10,,95,68,43,28,0,0,51,360,61,15,74,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Polygonal Rifling,Tactical Mag*,Flared Magwell,Threat Detector*,Surrounded*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Hammerhead,603242241,"""6917529094131960781""",,Legendary,Machine Gun,blackarmory,Power,Void,1100,1060,Stability,10,Vault,true,false,2,5,,75,90,41,82,0,0,64,450,73,60,37,0,0,0,,Adaptive Frame*,Extended Barrel,Full Bore*,Alloy Magazine,Light Mag*,Feeding Frenzy*,Rampage*,New Age Black Armory*,Major Spec*,Masterwork*,Great White*,Tracker Disabled,Kill Tracker*,Crucible Tracker,Base Radiance*,
Farewell,541188001,"""6917529369522924510""",,Legendary,Sidearm,servitor,Kinetic,Kinetic,1310,,Reload Speed,1,Vault,true,false,4,14,,96,71,43,40,0,0,50,360,55,15,72,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Smallbore,Accurized Rounds*,Tactical Mag,Subsistence*,Multikill Clip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Truthteller,1946491241,"""6917529382097067416""",,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1300,,Velocity,10,Vault,true,false,3,11,,85,79,0,0,55,90,44,90,74,1,81,0,0,0,,Lightweight Frame*,Confined Launch,Smart Drift Control*,Spike Grenades*,Implosion Rounds,Auto-Loading Holster*,Multikill Clip*,Bloody Tooth*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Exile's Curse,679281855,"""6917529342604936436""",,Legendary,Fusion Rifle,trials,Energy,Arc,1300,,Range,2,Vault,true,false,4,13,,79,61,100,68,0,0,25,0,27,5,30,900,0,0,,High-Impact Frame*,Corkscrew Rifling,Full Bore*,Liquid Coils*,Particle Repeater,Hip-Fire Grip*,Kickstart*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Farewell,541188001,"""6917529351858582543""",,Legendary,Sidearm,servitor,Kinetic,Kinetic,1309,,Handling,2,Vault,true,false,4,14,,96,71,43,26,0,0,55,360,54,18,69,0,0,0,,Lightweight Frame*,Polygonal Rifling*,Smallbore,Appended Mag*,Flared Magwell,Full Auto Trigger System*,Vorpal Weapon*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Old Fashioned,3569802112,"""6917529202391982575""",,Legendary,Hand Cannon,legendaryengram,Kinetic,Kinetic,1100,1260,Range,2,Vault,true,false,3,9,,95,70,84,64,0,0,46,140,49,9,42,0,0,0,,Adaptive Frame*,HitMark HCS,Sureshot HCS*,Accurized Rounds*,Alloy Magazine,Feeding Frenzy*,Kill Clip*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Truthteller,1946491241,"""6917529354082525658""",,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1320,,Blast Radius,10,Vault,true,false,3,11,,70,79,0,0,5,86,26,90,74,1,86,0,0,0,,Lightweight Frame*,Quick Launch*,Smart Drift Control,Blinding Grenades*,Concussion Grenades,Auto-Loading Holster*,Multikill Clip*,Bloody Tooth*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Shadow Price,2633186522,"""6917529297429899759""",,Legendary,Auto Rifle,nightfall,Energy,Arc,1283,,Range,1,Vault,true,false,4,13,,79,43,29,81,0,0,42,450,52,43,44,0,0,0,,Precision Frame*,Full Bore*,Polygonal Rifling,Appended Mag*,Tactical Mag,Bottomless Grief*,One for All*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Escape Velocity,1786797708,"""6917529204663773437""",,Legendary,Submachine Gun,legendaryengram,Kinetic,Kinetic,1310,,Range,10,Vault,true,false,3,10,,80,45,15,52,0,0,43,900,45,37,73,0,0,0,,Lightweight Frame*,Model 6 Loop,Model 8 Red*,Extended Mag,Flared Magwell*,Overflow*,Surrounded*,Bloody Tooth*,Surrounded Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
IKELOS_SMG_v1.0.2,2222560548,"""6917529362063244373""",,Legendary,Submachine Gun,contact,Energy,Arc,1317,,Reload Speed,1,Vault,true,false,3,11,,90,42,22,60,0,0,50,750,46,30,73,0,0,0,,Aggressive Frame*,Polygonal Rifling,Smallbore*,Alloy Magazine,Flared Magwell*,Threat Detector*,Demolitionist*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Xenoclast IV,2891672170,"""6917529298276731967""",,Legendary,Shotgun,strikes,Energy,Arc,1286,,Handling,2,Vault,false,false,4,12,,57,44,65,55,0,0,58,90,59,6,76,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Full Choke,Assault Mag*,Accurized Rounds,Auto-Loading Holster*,Trench Barrel*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Kindled Orchid,2575506895,"""6917529113613961356""",,Legendary,Hand Cannon,blackarmory,Energy,Void,1100,1060,Range,10,Vault,true,false,2,5,,99,76,84,59,0,0,60,140,76,10,51,0,0,0,,Adaptive Frame*,Corkscrew Rifling*,Drop Mag*,Kill Clip*,Rampage*,Bloody Tooth*,Major Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,Base Radiance*,,,,
The Keening,409551876,"""6917529344787533982""",,Legendary,Sidearm,crucible,Energy,Arc,1300,,Range,2,Vault,true,false,4,13,,100,83,49,50,0,0,83,300,32,15,50,0,0,0,,Adaptive Frame*,Chambered Compensator*,Polygonal Rifling,Ricochet Rounds*,Light Mag,Surplus*,One for All*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Sleepless,3740842661,"""6917529343509072216""",,Legendary,Rocket Launcher,dreaming,Power,Arc,1300,,Reload Speed,1,Vault,true,false,4,13,,58,72,0,0,100,42,53,15,68,1,65,0,0,0,,High-Impact Frame*,Volatile Launch*,Countermass,Alloy Casing*,Implosion Rounds,Auto-Loading Holster*,Vorpal Weapon*,Burnished Dreams*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Brass Attacks,2121785039,"""6917529299265883086""",,Legendary,Sidearm,seasonpass,Energy,Void,1302,,Reload Speed,3,Vault,true,false,4,13,,90,94,56,65,0,0,35,325,46,25,38,0,0,0,,Aggressive Burst*,Fluted Barrel,Full Bore*,Extended Mag,Light Mag*,Rapid Hit*,One for All*,Targeting Adjuster*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Glacioclasm,1030895163,"""6917529225161154988""",,Legendary,Fusion Rifle,events,Energy,Void,1250,,Range,1,Vault,true,false,4,12,The Dawning,78,55,95,90,0,0,27,0,24,5,35,860,0,0,,High-Impact Frame*,Chambered Compensator,Full Bore*,Enhanced Battery,Projection Fuse*,Killing Wind*,High-Impact Reserves*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Retrofuturist,1402766122,"""6917529410937550539""",,Legendary,Shotgun,legendaryengram,Energy,Void,1310,,Handling,1,Vault,true,false,4,13,,55,50,65,46,0,0,56,90,60,7,69,0,0,0,,Lightweight Frame*,Rifled Barrel,Full Choke*,Assault Mag*,Extended Mag,Quickdraw*,Snapshot Sights*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Perfect Paradox,3393519051,"""6917529162075529079""",,Legendary,Shotgun,sundial,Kinetic,Kinetic,1250,1260,Handling,10,Vault,true,false,3,9,,61,70,65,45,0,0,53,140,77,8,58,0,0,0,,Rapid-Fire Frame*,Smallbore*,Full Choke,Tactical Mag*,Light Mag,Field Prep*,Trench Barrel*,One-Two Punch,Bloody Tooth*,Major Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,
Lonesome,2199171672,"""6917529340658161840""",,Legendary,Sidearm,gambitprime,Kinetic,Kinetic,1310,,Range,1,Vault,true,false,3,11,,90,86,51,72,0,0,52,260,29,12,44,0,0,0,,Precision Frame*,Corkscrew Rifling*,Extended Barrel,Armor-Piercing Rounds*,High-Caliber Rounds,Outlaw*,Swashbuckler*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Widow's Bite,1271343896,"""6917529200367907803""",,Legendary,Sniper Rifle,dungeon,Energy,Solar,1100,,Reload Speed,3,Vault,true,false,3,11,,60,69,55,36,0,0,50,140,45,7,69,0,0,0,,Rapid-Fire Frame*,Chambered Compensator,Polygonal Rifling*,Extended Mag*,Alloy Magazine,Feeding Frenzy*,Demolitionist*,Backup Mag*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Deafening Whisper,981718087,"""6917529225049499651""",,Legendary,Grenade Launcher,wrathborn,Energy,Void,1260,,Handling,1,Vault,true,false,4,12,,96,63,0,0,55,81,53,72,82,1,85,0,0,0,,Wave Frame*,Volatile Launch,Smart Drift Control*,High-Velocity Rounds*,Implosion Rounds,Lead from Gold*,Rampage*,Jacarina*,Rampage Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Dire Promise,2742838701,"""6917529206452955009""",,Legendary,Hand Cannon,legendaryengram,Kinetic,Kinetic,1310,,Reload Speed,10,Vault,true,false,3,10,,84,92,84,54,0,0,59,140,63,11,61,0,0,0,,Adaptive Frame*,TrueSight HCS,HitMark HCS*,Extended Mag,Ricochet Rounds*,Overflow*,Rangefinder*,Butterbark*,Minor Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Corrective Measure (Timelost),3796510434,"""6917529413957442634""",,Legendary,Machine Gun,vog,Power,Void,1310,,Stability,3,Vault,true,false,4,14,,85,72,41,66,0,0,64,450,31,73,48,0,0,0,,Adaptive Frame*,Fluted Barrel,Hammer-Forged Rifling*,Extended Mag*,Alloy Magazine,Rewind Rounds*,Dynamic Sway Reduction,Adrenaline Junkie*,Firefly,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Trustee,1392919471,"""6917529211692171486""",,Legendary,Scout Rifle,deepstonecrypt,Energy,Solar,1310,,Range,10,Vault,true,false,4,12,,59,67,45,55,0,0,53,260,20,20,42,0,0,0,,Rapid-Fire Frame*,Arrowhead Brake,Corkscrew Rifling*,Extended Mag*,Steady Rounds,Outlaw*,Wellspring*,Jacarina*,Minor Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Eternal Blazon,3514096004,"""6917529344998742057""",,Legendary,Scout Rifle,legendaryengram,Energy,Arc,1300,,Handling,1,Vault,true,false,4,13,,52,67,60,49,0,0,45,200,75,16,64,0,0,0,,Lightweight Frame*,Signal MS5*,Transmission MS7,Extended Mag,Flared Magwell*,Rapid Hit*,Kill Clip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Hawthorne's Field-Forged Shotgun,1807343361,"""6917529202877643497""",,Legendary,Shotgun,legendaryengram,Kinetic,Kinetic,1251,1260,Range,10,Vault,true,false,3,9,,60,45,65,78,0,0,37,80,64,7,50,0,0,0,,Lightweight Frame*,Rifled Barrel*,Smoothbore,Extended Mag,Accurized Rounds*,Full Auto Trigger System*,Surrounded*,Bloody Tooth*,Surrounded Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Cold Denial,1216130969,"""6917529210676037069""",,Legendary,Pulse Rifle,seasonpass,Kinetic,Kinetic,1231,,Reload Speed,3,Vault,true,false,3,11,,73,32,33,70,0,0,54,340,43,28,36,0,0,0,,High-Impact Frame*,Chambered Compensator,Corkscrew Rifling*,Alloy Magazine,High-Caliber Rounds*,Killing Wind*,Headseeker*,Icarus Grip*,Tier 3 Weapon*,Dark Waters*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
